"Anio","Cve_estado","Estado","Tipo_delito","Casos"
"2018",6,"Colima","Otros delitos que atentan contra la vida y la integridad corporal",0
"2018",6,"Colima","Rapto",0
"2018",6,"Colima","Robo",8163
"2018",6,"Colima","Secuestro",17
"2018",6,"Colima","Trafico de menores",0
"2018",6,"Colima","Trata de personas",0
"2018",6,"Colima","Violacion equiparada",10
"2018",6,"Colima","Violacion simple",94
"2018",6,"Colima","Violencia de genero en todas sus modalidades distinta a la violencia familiar",0
"2018",6,"Colima","Violencia familiar",2453
"2019",6,"Colima","Aborto",4
"2019",6,"Colima","Abuso de confianza",542
"2019",6,"Colima","Abuso sexual",240
"2019",6,"Colima","Acoso sexual",0
"2019",6,"Colima","Allanamiento de morada",215
"2019",6,"Colima","Amenazas",2593
"2019",6,"Colima","Contra el medio ambiente",3
"2019",6,"Colima","Corrupcion de menores",36
"2019",6,"Colima","Daño a la propiedad",2537
"2019",6,"Colima","Delitos cometidos por servidores publicos",297
"2019",6,"Colima","Despojo",388
"2019",6,"Colima","Electorales",1
"2019",6,"Colima","Evasion de presos",0
"2019",6,"Colima","Extorsion",74
"2019",6,"Colima","Falsedad",79
"2019",6,"Colima","Falsificacion",97
"2019",6,"Colima","Feminicidio",11
"2019",6,"Colima","Fraude",1503
"2019",6,"Colima","Homicidio",779
"2019",6,"Colima","Hostigamiento sexual",27
"2019",6,"Colima","Incesto",0
"2019",6,"Colima","Incumplimiento de obligaciones de asistencia familiar",1102
"2019",6,"Colima","Lesiones",1797
"2019",6,"Colima","Narcomenudeo",1699
"2019",6,"Colima","Otros delitos contra el patrimonio",302
"2019",6,"Colima","Otros delitos contra la familia",0
"2019",6,"Colima","Otros delitos contra la sociedad",87
"2019",6,"Colima","Otros delitos del Fuero Comun",855
"2019",6,"Colima","Otros delitos que atentan contra la libertad personal",342
"2019",6,"Colima","Otros delitos que atentan contra la libertad y la seguridad sexual",18
"2019",6,"Colima","Otros delitos que atentan contra la vida y la integridad corporal",0
"2019",6,"Colima","Rapto",0
"2019",6,"Colima","Robo",7547
"2019",6,"Colima","Secuestro",18
"2019",6,"Colima","Trafico de menores",0
"2019",6,"Colima","Trata de personas",1
"2019",6,"Colima","Violacion equiparada",13
"2019",6,"Colima","Violacion simple",121
"2019",6,"Colima","Violencia de genero en todas sus modalidades distinta a la violencia familiar",0
"2019",6,"Colima","Violencia familiar",3226
"2020",6,"Colima","Aborto",4
"2020",6,"Colima","Abuso de confianza",435
"2020",6,"Colima","Abuso sexual",319
"2020",6,"Colima","Acoso sexual",0
"2020",6,"Colima","Allanamiento de morada",190
"2020",6,"Colima","Amenazas",2649
"2020",6,"Colima","Contra el medio ambiente",4
"2020",6,"Colima","Corrupcion de menores",37
"2020",6,"Colima","Daño a la propiedad",2514
"2020",6,"Colima","Delitos cometidos por servidores publicos",278
"2020",6,"Colima","Despojo",387
"2020",6,"Colima","Electorales",3
"2020",6,"Colima","Evasion de presos",0
"2020",6,"Colima","Extorsion",98
"2020",6,"Colima","Falsedad",55
"2020",6,"Colima","Falsificacion",123
"2020",6,"Colima","Feminicidio",7
"2020",6,"Colima","Fraude",1366
"2020",6,"Colima","Homicidio",657
"2020",6,"Colima","Hostigamiento sexual",36
"2020",6,"Colima","Incesto",0
"2020",6,"Colima","Incumplimiento de obligaciones de asistencia familiar",784
"2020",6,"Colima","Lesiones",1781
"2020",6,"Colima","Narcomenudeo",1201
"2020",6,"Colima","Otros delitos contra el patrimonio",231
"2020",6,"Colima","Otros delitos contra la familia",0
"2020",6,"Colima","Otros delitos contra la sociedad",118
"2020",6,"Colima","Otros delitos del Fuero Comun",741
"2020",6,"Colima","Otros delitos que atentan contra la libertad personal",390
"2020",6,"Colima","Otros delitos que atentan contra la libertad y la seguridad sexual",51
"2020",6,"Colima","Otros delitos que atentan contra la vida y la integridad corporal",0
"2020",6,"Colima","Rapto",0
"2020",6,"Colima","Robo",6415
"2020",6,"Colima","Secuestro",7
"2020",6,"Colima","Trafico de menores",0
"2020",6,"Colima","Trata de personas",0
"2020",6,"Colima","Violacion equiparada",6
"2020",6,"Colima","Violacion simple",145
"2020",6,"Colima","Violencia de genero en todas sus modalidades distinta a la violencia familiar",0
"2020",6,"Colima","Violencia familiar",4338
"2021",6,"Colima","Aborto",0
"2021",6,"Colima","Abuso de confianza",459
"2021",6,"Colima","Abuso sexual",342
"2021",6,"Colima","Acoso sexual",0
"2021",6,"Colima","Allanamiento de morada",226
"2021",6,"Colima","Amenazas",2749
"2021",6,"Colima","Contra el medio ambiente",9
"2021",6,"Colima","Corrupcion de menores",37
"2021",6,"Colima","Daño a la propiedad",3232
"2021",6,"Colima","Delitos cometidos por servidores publicos",263
"2021",6,"Colima","Despojo",465
"2021",6,"Colima","Electorales",29
"2021",6,"Colima","Evasion de presos",0
"2021",6,"Colima","Extorsion",93
"2021",6,"Colima","Falsedad",79
"2021",6,"Colima","Falsificacion",216
"2021",6,"Colima","Feminicidio",4
"2021",6,"Colima","Fraude",1342
"2021",6,"Colima","Homicidio",620
"2021",6,"Colima","Hostigamiento sexual",57
"2021",6,"Colima","Incesto",0
"2021",6,"Colima","Incumplimiento de obligaciones de asistencia familiar",757
"2021",6,"Colima","Lesiones",1872
"2021",6,"Colima","Narcomenudeo",1420
"2021",6,"Colima","Otros delitos contra el patrimonio",245
"2021",6,"Colima","Otros delitos contra la familia",0
"2021",6,"Colima","Otros delitos contra la sociedad",115
"2021",6,"Colima","Otros delitos del Fuero Comun",811
"2021",6,"Colima","Otros delitos que atentan contra la libertad personal",364
"2021",6,"Colima","Otros delitos que atentan contra la libertad y la seguridad sexual",49
"2021",6,"Colima","Otros delitos que atentan contra la vida y la integridad corporal",0
"2021",6,"Colima","Rapto",0
"2021",6,"Colima","Robo",8048
"2021",6,"Colima","Secuestro",7
"2021",6,"Colima","Trafico de menores",0
"2021",6,"Colima","Trata de personas",0
"2021",6,"Colima","Violacion equiparada",0
"2021",6,"Colima","Violacion simple",200
"2021",6,"Colima","Violencia de genero en todas sus modalidades distinta a la violencia familiar",0
"2021",6,"Colima","Violencia familiar",4258
"2022",6,"Colima","Aborto",1
"2022",6,"Colima","Abuso de confianza",38
"2022",6,"Colima","Abuso sexual",14
"2022",6,"Colima","Acoso sexual",0
"2022",6,"Colima","Allanamiento de morada",16
"2022",6,"Colima","Amenazas",245
"2022",6,"Colima","Contra el medio ambiente",1
"2022",6,"Colima","Corrupcion de menores",1
"2022",6,"Colima","Daño a la propiedad",278
"2022",6,"Colima","Delitos cometidos por servidores publicos",23
"2022",6,"Colima","Despojo",41
"2022",6,"Colima","Electorales",0
"2022",6,"Colima","Evasion de presos",0
"2022",6,"Colima","Extorsion",12
"2022",6,"Colima","Falsedad",3
"2022",6,"Colima","Falsificacion",17
"2022",6,"Colima","Feminicidio",0
"2022",6,"Colima","Fraude",114
"2022",6,"Colima","Homicidio",50
"2022",6,"Colima","Hostigamiento sexual",4
"2022",6,"Colima","Incesto",0
"2022",6,"Colima","Incumplimiento de obligaciones de asistencia familiar",58
"2022",6,"Colima","Lesiones",177
"2022",6,"Colima","Narcomenudeo",215
"2022",6,"Colima","Otros delitos contra el patrimonio",18
"2022",6,"Colima","Otros delitos contra la familia",0
"2022",6,"Colima","Otros delitos contra la sociedad",2
"2022",6,"Colima","Otros delitos del Fuero Comun",72
"2022",6,"Colima","Otros delitos que atentan contra la libertad personal",33
"2022",6,"Colima","Otros delitos que atentan contra la libertad y la seguridad sexual",1
"2022",6,"Colima","Otros delitos que atentan contra la vida y la integridad corporal",0
"2022",6,"Colima","Rapto",0
"2022",6,"Colima","Robo",762
"2022",6,"Colima","Secuestro",0
"2022",6,"Colima","Trafico de menores",0
"2022",6,"Colima","Trata de personas",0
"2022",6,"Colima","Violacion equiparada",0
"2022",6,"Colima","Violacion simple",7
"2022",6,"Colima","Violencia de genero en todas sus modalidades distinta a la violencia familiar",0
"2022",6,"Colima","Violencia familiar",315
"2015",7,"Chiapas","Aborto",20
"2015",7,"Chiapas","Abuso de confianza",89
"2015",7,"Chiapas","Abuso sexual",266
"2015",7,"Chiapas","Acoso sexual",0
"2015",7,"Chiapas","Allanamiento de morada",104
"2015",7,"Chiapas","Amenazas",77
"2015",7,"Chiapas","Contra el medio ambiente",76
"2015",7,"Chiapas","Corrupcion de menores",44
"2015",7,"Chiapas","Daño a la propiedad",1263
"2015",7,"Chiapas","Delitos cometidos por servidores publicos",216
"2015",7,"Chiapas","Despojo",353
"2015",7,"Chiapas","Electorales",46
"2015",7,"Chiapas","Evasion de presos",3
"2015",7,"Chiapas","Extorsion",217
"2015",7,"Chiapas","Falsedad",23
"2015",7,"Chiapas","Falsificacion",96
"2015",7,"Chiapas","Feminicidio",36
"2015",7,"Chiapas","Fraude",293
"2015",7,"Chiapas","Homicidio",1552
"2015",7,"Chiapas","Hostigamiento sexual",21
"2015",7,"Chiapas","Incesto",0
"2015",7,"Chiapas","Incumplimiento de obligaciones de asistencia familiar",1125
"2015",7,"Chiapas","Lesiones",1456
"2015",7,"Chiapas","Narcomenudeo",724
"2015",7,"Chiapas","Otros delitos contra el patrimonio",2
"2015",7,"Chiapas","Otros delitos contra la familia",2
"2015",7,"Chiapas","Otros delitos contra la sociedad",11
"2015",7,"Chiapas","Otros delitos del Fuero Comun",3362
"2015",7,"Chiapas","Otros delitos que atentan contra la libertad personal",57
"2015",7,"Chiapas","Otros delitos que atentan contra la libertad y la seguridad sexual",52
"2015",7,"Chiapas","Otros delitos que atentan contra la vida y la integridad corporal",0
"2015",7,"Chiapas","Rapto",5
"2015",7,"Chiapas","Robo",7930
"2015",7,"Chiapas","Secuestro",10
"2015",7,"Chiapas","Trafico de menores",2
"2015",7,"Chiapas","Trata de personas",93
"2015",7,"Chiapas","Violacion equiparada",24
"2015",7,"Chiapas","Violacion simple",717
"2015",7,"Chiapas","Violencia de genero en todas sus modalidades distinta a la violencia familiar",0
"2015",7,"Chiapas","Violencia familiar",1251
"2016",7,"Chiapas","Aborto",22
"2016",7,"Chiapas","Abuso de confianza",146
"2016",7,"Chiapas","Abuso sexual",311
"2016",7,"Chiapas","Acoso sexual",0
"2016",7,"Chiapas","Allanamiento de morada",141
"2016",7,"Chiapas","Amenazas",406
"2016",7,"Chiapas","Contra el medio ambiente",32
"2016",7,"Chiapas","Corrupcion de menores",49
"2016",7,"Chiapas","Daño a la propiedad",1437
"2016",7,"Chiapas","Delitos cometidos por servidores publicos",244
"2016",7,"Chiapas","Despojo",288
"2016",7,"Chiapas","Electorales",5
"2016",7,"Chiapas","Evasion de presos",5
"2016",7,"Chiapas","Extorsion",164
"2016",7,"Chiapas","Falsedad",17
"2016",7,"Chiapas","Falsificacion",141
"2016",7,"Chiapas","Feminicidio",32
"2016",7,"Chiapas","Fraude",488
"2016",7,"Chiapas","Homicidio",1480
"2016",7,"Chiapas","Hostigamiento sexual",31
"2016",7,"Chiapas","Incesto",1
"2016",7,"Chiapas","Incumplimiento de obligaciones de asistencia familiar",506
"2016",7,"Chiapas","Lesiones",1818
"2016",7,"Chiapas","Narcomenudeo",436
"2016",7,"Chiapas","Otros delitos contra el patrimonio",1
"2016",7,"Chiapas","Otros delitos contra la familia",2
"2016",7,"Chiapas","Otros delitos contra la sociedad",17
"2016",7,"Chiapas","Otros delitos del Fuero Comun",2018
"2016",7,"Chiapas","Otros delitos que atentan contra la libertad personal",92
"2016",7,"Chiapas","Otros delitos que atentan contra la libertad y la seguridad sexual",56
"2016",7,"Chiapas","Otros delitos que atentan contra la vida y la integridad corporal",0
"2016",7,"Chiapas","Rapto",15
"2016",7,"Chiapas","Robo",8996
"2016",7,"Chiapas","Secuestro",15
"2016",7,"Chiapas","Trafico de menores",7
"2016",7,"Chiapas","Trata de personas",77
"2016",7,"Chiapas","Violacion equiparada",123
"2016",7,"Chiapas","Violacion simple",606
"2016",7,"Chiapas","Violencia de genero en todas sus modalidades distinta a la violencia familiar",0
"2016",7,"Chiapas","Violencia familiar",1964
"2017",7,"Chiapas","Aborto",11
"2017",7,"Chiapas","Abuso de confianza",233
"2017",7,"Chiapas","Abuso sexual",213
"2017",7,"Chiapas","Acoso sexual",0
"2017",7,"Chiapas","Allanamiento de morada",128
"2017",7,"Chiapas","Amenazas",504
"2017",7,"Chiapas","Contra el medio ambiente",23
"2017",7,"Chiapas","Corrupcion de menores",128
"2017",7,"Chiapas","Daño a la propiedad",1561
"2017",7,"Chiapas","Delitos cometidos por servidores publicos",323
"2017",7,"Chiapas","Despojo",391
"2017",7,"Chiapas","Electorales",7
"2017",7,"Chiapas","Evasion de presos",3
"2017",7,"Chiapas","Extorsion",159
"2017",7,"Chiapas","Falsedad",44
"2017",7,"Chiapas","Falsificacion",248
"2017",7,"Chiapas","Feminicidio",29
"2017",7,"Chiapas","Fraude",545
"2017",7,"Chiapas","Homicidio",1353
"2017",7,"Chiapas","Hostigamiento sexual",33
"2017",7,"Chiapas","Incesto",0
"2017",7,"Chiapas","Incumplimiento de obligaciones de asistencia familiar",514
"2017",7,"Chiapas","Lesiones",1983
"2017",7,"Chiapas","Narcomenudeo",725
"2017",7,"Chiapas","Otros delitos contra el patrimonio",243
"2017",7,"Chiapas","Otros delitos contra la familia",8
"2017",7,"Chiapas","Otros delitos contra la sociedad",54
"2017",7,"Chiapas","Otros delitos del Fuero Comun",1929
"2017",7,"Chiapas","Otros delitos que atentan contra la libertad personal",103
"2017",7,"Chiapas","Otros delitos que atentan contra la libertad y la seguridad sexual",306
"2017",7,"Chiapas","Otros delitos que atentan contra la vida y la integridad corporal",132
"2017",7,"Chiapas","Rapto",12
"2017",7,"Chiapas","Robo",9160
"2017",7,"Chiapas","Secuestro",21
"2017",7,"Chiapas","Trafico de menores",1
"2017",7,"Chiapas","Trata de personas",49
"2017",7,"Chiapas","Violacion equiparada",104
"2017",7,"Chiapas","Violacion simple",578
"2017",7,"Chiapas","Violencia de genero en todas sus modalidades distinta a la violencia familiar",0
"2017",7,"Chiapas","Violencia familiar",3506
"2018",7,"Chiapas","Aborto",15
"2018",7,"Chiapas","Abuso de confianza",205
"2018",7,"Chiapas","Abuso sexual",208
"2018",7,"Chiapas","Acoso sexual",74
"2018",7,"Chiapas","Allanamiento de morada",159
"2018",7,"Chiapas","Amenazas",549
"2018",7,"Chiapas","Contra el medio ambiente",35
"2018",7,"Chiapas","Corrupcion de menores",87
"2018",7,"Chiapas","Daño a la propiedad",1702
"2018",7,"Chiapas","Delitos cometidos por servidores publicos",360
"2018",7,"Chiapas","Despojo",338
"2018",7,"Chiapas","Electorales",78
"2018",7,"Chiapas","Evasion de presos",6
"2018",7,"Chiapas","Extorsion",184
"2018",7,"Chiapas","Falsedad",70
"2018",7,"Chiapas","Falsificacion",360
"2018",7,"Chiapas","Feminicidio",21
"2018",7,"Chiapas","Fraude",637
"2018",7,"Chiapas","Homicidio",1279
"2018",7,"Chiapas","Hostigamiento sexual",39
"2018",7,"Chiapas","Incesto",0
"2018",7,"Chiapas","Incumplimiento de obligaciones de asistencia familiar",382
"2018",7,"Chiapas","Lesiones",2263
"2018",7,"Chiapas","Narcomenudeo",909
"2018",7,"Chiapas","Otros delitos contra el patrimonio",537
"2018",7,"Chiapas","Otros delitos contra la familia",6
"2018",7,"Chiapas","Otros delitos contra la sociedad",215
"2018",7,"Chiapas","Otros delitos del Fuero Comun",1275
"2018",7,"Chiapas","Otros delitos que atentan contra la libertad personal",195
"2018",7,"Chiapas","Otros delitos que atentan contra la libertad y la seguridad sexual",496
"2018",7,"Chiapas","Otros delitos que atentan contra la vida y la integridad corporal",181
"2018",7,"Chiapas","Rapto",0
"2018",7,"Chiapas","Robo",9336
"2018",7,"Chiapas","Secuestro",24
"2018",7,"Chiapas","Trafico de menores",2
"2018",7,"Chiapas","Trata de personas",26
"2018",7,"Chiapas","Violacion equiparada",63
"2018",7,"Chiapas","Violacion simple",544
"2018",7,"Chiapas","Violencia de genero en todas sus modalidades distinta a la violencia familiar",0
"2018",7,"Chiapas","Violencia familiar",6032
"2019",7,"Chiapas","Aborto",11
"2019",7,"Chiapas","Abuso de confianza",185
"2019",7,"Chiapas","Abuso sexual",162
"2019",7,"Chiapas","Acoso sexual",94
"2019",7,"Chiapas","Allanamiento de morada",122
"2019",7,"Chiapas","Amenazas",629
"2019",7,"Chiapas","Contra el medio ambiente",47
"2019",7,"Chiapas","Corrupcion de menores",53
"2019",7,"Chiapas","Daño a la propiedad",1196
"2019",7,"Chiapas","Delitos cometidos por servidores publicos",338
"2019",7,"Chiapas","Despojo",238
"2019",7,"Chiapas","Electorales",7
"2019",7,"Chiapas","Evasion de presos",1
"2019",7,"Chiapas","Extorsion",138
"2019",7,"Chiapas","Falsedad",37
"2019",7,"Chiapas","Falsificacion",271
"2019",7,"Chiapas","Feminicidio",20
"2019",7,"Chiapas","Fraude",559
"2019",7,"Chiapas","Homicidio",1186
"2019",7,"Chiapas","Hostigamiento sexual",31
"2019",7,"Chiapas","Incesto",0
"2019",7,"Chiapas","Incumplimiento de obligaciones de asistencia familiar",350
"2019",7,"Chiapas","Lesiones",1535
"2019",7,"Chiapas","Narcomenudeo",852
"2019",7,"Chiapas","Otros delitos contra el patrimonio",737
"2019",7,"Chiapas","Otros delitos contra la familia",9
"2019",7,"Chiapas","Otros delitos contra la sociedad",169
"2019",7,"Chiapas","Otros delitos del Fuero Comun",1196
"2019",7,"Chiapas","Otros delitos que atentan contra la libertad personal",187
"2019",7,"Chiapas","Otros delitos que atentan contra la libertad y la seguridad sexual",671
"2019",7,"Chiapas","Otros delitos que atentan contra la vida y la integridad corporal",178
"2019",7,"Chiapas","Rapto",0
"2019",7,"Chiapas","Robo",6410
"2019",7,"Chiapas","Secuestro",21
"2019",7,"Chiapas","Trafico de menores",2
"2019",7,"Chiapas","Trata de personas",11
"2019",7,"Chiapas","Violacion equiparada",2
"2019",7,"Chiapas","Violacion simple",531
"2019",7,"Chiapas","Violencia de genero en todas sus modalidades distinta a la violencia familiar",0
"2019",7,"Chiapas","Violencia familiar",5108
"2020",7,"Chiapas","Aborto",10
"2020",7,"Chiapas","Abuso de confianza",88
"2020",7,"Chiapas","Abuso sexual",148
"2020",7,"Chiapas","Acoso sexual",85
"2020",7,"Chiapas","Allanamiento de morada",81
"2020",7,"Chiapas","Amenazas",452
"2020",7,"Chiapas","Contra el medio ambiente",50
"2020",7,"Chiapas","Corrupcion de menores",54
"2020",7,"Chiapas","Daño a la propiedad",835
"2020",7,"Chiapas","Delitos cometidos por servidores publicos",250
"2020",7,"Chiapas","Despojo",139
"2020",7,"Chiapas","Electorales",4
"2020",7,"Chiapas","Evasion de presos",1
"2020",7,"Chiapas","Extorsion",72
"2020",7,"Chiapas","Falsedad",19
"2020",7,"Chiapas","Falsificacion",61
"2020",7,"Chiapas","Feminicidio",28
"2020",7,"Chiapas","Fraude",238
"2020",7,"Chiapas","Homicidio",1065
"2020",7,"Chiapas","Hostigamiento sexual",14
"2020",7,"Chiapas","Incesto",0
"2020",7,"Chiapas","Incumplimiento de obligaciones de asistencia familiar",167
"2020",7,"Chiapas","Lesiones",1186
"2020",7,"Chiapas","Narcomenudeo",1103
"2020",7,"Chiapas","Otros delitos contra el patrimonio",468
"2020",7,"Chiapas","Otros delitos contra la familia",5
"2020",7,"Chiapas","Otros delitos contra la sociedad",77
"2020",7,"Chiapas","Otros delitos del Fuero Comun",1184
"2020",7,"Chiapas","Otros delitos que atentan contra la libertad personal",180
"2020",7,"Chiapas","Otros delitos que atentan contra la libertad y la seguridad sexual",681
"2020",7,"Chiapas","Otros delitos que atentan contra la vida y la integridad corporal",139
"2020",7,"Chiapas","Rapto",0
"2020",7,"Chiapas","Robo",3431
"2020",7,"Chiapas","Secuestro",13
"2020",7,"Chiapas","Trafico de menores",1
"2020",7,"Chiapas","Trata de personas",5
"2020",7,"Chiapas","Violacion equiparada",0
"2020",7,"Chiapas","Violacion simple",460
"2020",7,"Chiapas","Violencia de genero en todas sus modalidades distinta a la violencia familiar",1
"2020",7,"Chiapas","Violencia familiar",4474
"2021",7,"Chiapas","Aborto",9
"2021",7,"Chiapas","Abuso de confianza",82
"2021",7,"Chiapas","Abuso sexual",207
"2021",7,"Chiapas","Acoso sexual",88
"2021",7,"Chiapas","Allanamiento de morada",97
"2021",7,"Chiapas","Amenazas",512
"2021",7,"Chiapas","Contra el medio ambiente",70
"2021",7,"Chiapas","Corrupcion de menores",69
"2021",7,"Chiapas","Daño a la propiedad",1019
"2021",7,"Chiapas","Delitos cometidos por servidores publicos",140
"2021",7,"Chiapas","Despojo",151
"2021",7,"Chiapas","Electorales",28
"2021",7,"Chiapas","Evasion de presos",3
"2021",7,"Chiapas","Extorsion",49
"2021",7,"Chiapas","Falsedad",16
"2021",7,"Chiapas","Falsificacion",69
"2021",7,"Chiapas","Feminicidio",46
"2021",7,"Chiapas","Fraude",242
"2021",7,"Chiapas","Homicidio",1166
"2021",7,"Chiapas","Hostigamiento sexual",32
"2021",7,"Chiapas","Incesto",0
"2021",7,"Chiapas","Incumplimiento de obligaciones de asistencia familiar",289
"2021",7,"Chiapas","Lesiones",1327
"2021",7,"Chiapas","Narcomenudeo",1487
"2021",7,"Chiapas","Otros delitos contra el patrimonio",154
"2021",7,"Chiapas","Otros delitos contra la familia",2
"2021",7,"Chiapas","Otros delitos contra la sociedad",107
"2021",7,"Chiapas","Otros delitos del Fuero Comun",1237
"2021",7,"Chiapas","Otros delitos que atentan contra la libertad personal",191
"2021",7,"Chiapas","Otros delitos que atentan contra la libertad y la seguridad sexual",754
"2021",7,"Chiapas","Otros delitos que atentan contra la vida y la integridad corporal",132
"2021",7,"Chiapas","Rapto",0
"2021",7,"Chiapas","Robo",2839
"2021",7,"Chiapas","Secuestro",10
"2021",7,"Chiapas","Trafico de menores",2
"2021",7,"Chiapas","Trata de personas",3
"2021",7,"Chiapas","Violacion equiparada",7
"2021",7,"Chiapas","Violacion simple",523
"2021",7,"Chiapas","Violencia de genero en todas sus modalidades distinta a la violencia familiar",0
"2021",7,"Chiapas","Violencia familiar",3971
"2022",7,"Chiapas","Aborto",0
"2022",7,"Chiapas","Abuso de confianza",10
"2022",7,"Chiapas","Abuso sexual",20
"2022",7,"Chiapas","Acoso sexual",4
"2022",7,"Chiapas","Allanamiento de morada",8
"2022",7,"Chiapas","Amenazas",57
"2022",7,"Chiapas","Contra el medio ambiente",7
"2022",7,"Chiapas","Corrupcion de menores",5
"2022",7,"Chiapas","Daño a la propiedad",75
"2022",7,"Chiapas","Delitos cometidos por servidores publicos",11
"2022",7,"Chiapas","Despojo",9
"2022",7,"Chiapas","Electorales",0
"2022",7,"Chiapas","Evasion de presos",1
"2022",7,"Chiapas","Extorsion",3
"2022",7,"Chiapas","Falsedad",1
"2022",7,"Chiapas","Falsificacion",5
"2022",7,"Chiapas","Feminicidio",4
"2022",7,"Chiapas","Fraude",19
"2022",7,"Chiapas","Homicidio",85
"2022",7,"Chiapas","Hostigamiento sexual",1
"2022",7,"Chiapas","Incesto",0
"2022",7,"Chiapas","Incumplimiento de obligaciones de asistencia familiar",18
"2022",7,"Chiapas","Lesiones",87
"2022",7,"Chiapas","Narcomenudeo",235
"2022",7,"Chiapas","Otros delitos contra el patrimonio",6
"2022",7,"Chiapas","Otros delitos contra la familia",1
"2022",7,"Chiapas","Otros delitos contra la sociedad",3
"2022",7,"Chiapas","Otros delitos del Fuero Comun",127
"2022",7,"Chiapas","Otros delitos que atentan contra la libertad personal",8
"2022",7,"Chiapas","Otros delitos que atentan contra la libertad y la seguridad sexual",50
"2022",7,"Chiapas","Otros delitos que atentan contra la vida y la integridad corporal",8
"2022",7,"Chiapas","Rapto",0
"2022",7,"Chiapas","Robo",232
"2022",7,"Chiapas","Secuestro",0
"2022",7,"Chiapas","Trafico de menores",0
"2022",7,"Chiapas","Trata de personas",0
"2022",7,"Chiapas","Violacion equiparada",1
"2022",7,"Chiapas","Violacion simple",38
"2022",7,"Chiapas","Violencia de genero en todas sus modalidades distinta a la violencia familiar",0
"2022",7,"Chiapas","Violencia familiar",192
"2015",8,"Chihuahua","Aborto",8
"2015",8,"Chihuahua","Abuso de confianza",828
"2015",8,"Chihuahua","Abuso sexual",1064
"2015",8,"Chihuahua","Acoso sexual",0
"2015",8,"Chihuahua","Allanamiento de morada",313
"2015",8,"Chihuahua","Amenazas",2392
"2015",8,"Chihuahua","Contra el medio ambiente",29
"2015",8,"Chihuahua","Corrupcion de menores",151
"2015",8,"Chihuahua","Daño a la propiedad",6419
"2015",8,"Chihuahua","Delitos cometidos por servidores publicos",567
"2015",8,"Chihuahua","Despojo",612
"2015",8,"Chihuahua","Electorales",3
"2015",8,"Chihuahua","Evasion de presos",2
"2015",8,"Chihuahua","Extorsion",11
"2015",8,"Chihuahua","Falsedad",226
"2015",8,"Chihuahua","Falsificacion",469
"2015",8,"Chihuahua","Feminicidio",0
"2015",8,"Chihuahua","Fraude",2648
"2015",8,"Chihuahua","Homicidio",1286
"2015",8,"Chihuahua","Hostigamiento sexual",157
"2015",8,"Chihuahua","Incesto",1
"2015",8,"Chihuahua","Incumplimiento de obligaciones de asistencia familiar",1957
"2015",8,"Chihuahua","Lesiones",4872
"2015",8,"Chihuahua","Narcomenudeo",3064
"2015",8,"Chihuahua","Otros delitos contra el patrimonio",104
"2015",8,"Chihuahua","Otros delitos contra la familia",4
"2015",8,"Chihuahua","Otros delitos contra la sociedad",16
"2015",8,"Chihuahua","Otros delitos del Fuero Comun",3658
"2015",8,"Chihuahua","Otros delitos que atentan contra la libertad personal",609
"2015",8,"Chihuahua","Otros delitos que atentan contra la libertad y la seguridad sexual",100
"2015",8,"Chihuahua","Otros delitos que atentan contra la vida y la integridad corporal",352
"2015",8,"Chihuahua","Rapto",0
"2015",8,"Chihuahua","Robo",16139
"2015",8,"Chihuahua","Secuestro",6
"2015",8,"Chihuahua","Trafico de menores",2
"2015",8,"Chihuahua","Trata de personas",21
"2015",8,"Chihuahua","Violacion equiparada",223
"2015",8,"Chihuahua","Violacion simple",694
"2015",8,"Chihuahua","Violencia de genero en todas sus modalidades distinta a la violencia familiar",0
"2015",8,"Chihuahua","Violencia familiar",12273
"2016",8,"Chihuahua","Aborto",13
"2016",8,"Chihuahua","Abuso de confianza",656
"2016",8,"Chihuahua","Abuso sexual",1076
"2016",8,"Chihuahua","Acoso sexual",0
"2016",8,"Chihuahua","Allanamiento de morada",280
"2016",8,"Chihuahua","Amenazas",2406
"2016",8,"Chihuahua","Contra el medio ambiente",32
"2016",8,"Chihuahua","Corrupcion de menores",117
"2016",8,"Chihuahua","Daño a la propiedad",6390
"2016",8,"Chihuahua","Delitos cometidos por servidores publicos",494
"2016",8,"Chihuahua","Despojo",629
"2016",8,"Chihuahua","Electorales",13
"2016",8,"Chihuahua","Evasion de presos",4
"2016",8,"Chihuahua","Extorsion",23
"2016",8,"Chihuahua","Falsedad",191
"2016",8,"Chihuahua","Falsificacion",430
"2016",8,"Chihuahua","Feminicidio",0
"2016",8,"Chihuahua","Fraude",2248
"2016",8,"Chihuahua","Homicidio",1547
"2016",8,"Chihuahua","Hostigamiento sexual",116
"2016",8,"Chihuahua","Incesto",0
"2016",8,"Chihuahua","Incumplimiento de obligaciones de asistencia familiar",1626
"2016",8,"Chihuahua","Lesiones",4362
"2016",8,"Chihuahua","Narcomenudeo",4791
"2016",8,"Chihuahua","Otros delitos contra el patrimonio",333
"2016",8,"Chihuahua","Otros delitos contra la familia",2
"2016",8,"Chihuahua","Otros delitos contra la sociedad",20
"2016",8,"Chihuahua","Otros delitos del Fuero Comun",2867
"2016",8,"Chihuahua","Otros delitos que atentan contra la libertad personal",570
"2016",8,"Chihuahua","Otros delitos que atentan contra la libertad y la seguridad sexual",71
"2016",8,"Chihuahua","Otros delitos que atentan contra la vida y la integridad corporal",217
