"Anio","Cve_estado","Estado","Tipo_delito","Casos"
"2016",15,"Mexico","Otros delitos del Fuero Comun",70838
"2016",15,"Mexico","Otros delitos que atentan contra la libertad personal",1830
"2016",15,"Mexico","Otros delitos que atentan contra la libertad y la seguridad sexual",99
"2016",15,"Mexico","Otros delitos que atentan contra la vida y la integridad corporal",407
"2016",15,"Mexico","Rapto",0
"2016",15,"Mexico","Robo",149202
"2016",15,"Mexico","Secuestro",254
"2016",15,"Mexico","Trafico de menores",1
"2016",15,"Mexico","Trata de personas",72
"2016",15,"Mexico","Violacion equiparada",758
"2016",15,"Mexico","Violacion simple",1390
"2016",15,"Mexico","Violencia de genero en todas sus modalidades distinta a la violencia familiar",1274
"2016",15,"Mexico","Violencia familiar",5474
"2017",15,"Mexico","Aborto",72
"2017",15,"Mexico","Abuso de confianza",3256
"2017",15,"Mexico","Abuso sexual",1703
"2017",15,"Mexico","Acoso sexual",271
"2017",15,"Mexico","Allanamiento de morada",1542
"2017",15,"Mexico","Amenazas",0
"2017",15,"Mexico","Contra el medio ambiente",352
"2017",15,"Mexico","Corrupcion de menores",87
"2017",15,"Mexico","Daño a la propiedad",11720
"2017",15,"Mexico","Delitos cometidos por servidores publicos",2966
"2017",15,"Mexico","Despojo",3514
"2017",15,"Mexico","Electorales",575
"2017",15,"Mexico","Evasion de presos",11
"2017",15,"Mexico","Extorsion",1385
"2017",15,"Mexico","Falsedad",104
"2017",15,"Mexico","Falsificacion",2238
"2017",15,"Mexico","Feminicidio",70
"2017",15,"Mexico","Fraude",5382
"2017",15,"Mexico","Homicidio",3248
"2017",15,"Mexico","Hostigamiento sexual",39
"2017",15,"Mexico","Incesto",0
"2017",15,"Mexico","Incumplimiento de obligaciones de asistencia familiar",2565
"2017",15,"Mexico","Lesiones",57849
"2017",15,"Mexico","Narcomenudeo",1080
"2017",15,"Mexico","Otros delitos contra el patrimonio",42
"2017",15,"Mexico","Otros delitos contra la familia",7
"2017",15,"Mexico","Otros delitos contra la sociedad",1110
"2017",15,"Mexico","Otros delitos del Fuero Comun",70179
"2017",15,"Mexico","Otros delitos que atentan contra la libertad personal",2166
"2017",15,"Mexico","Otros delitos que atentan contra la libertad y la seguridad sexual",89
"2017",15,"Mexico","Otros delitos que atentan contra la vida y la integridad corporal",578
"2017",15,"Mexico","Rapto",0
"2017",15,"Mexico","Robo",161155
"2017",15,"Mexico","Secuestro",173
"2017",15,"Mexico","Trafico de menores",0
"2017",15,"Mexico","Trata de personas",32
"2017",15,"Mexico","Violacion equiparada",840
"2017",15,"Mexico","Violacion simple",1104
"2017",15,"Mexico","Violencia de genero en todas sus modalidades distinta a la violencia familiar",1329
"2017",15,"Mexico","Violencia familiar",6860
"2018",15,"Mexico","Aborto",107
"2018",15,"Mexico","Abuso de confianza",3323
"2018",15,"Mexico","Abuso sexual",1977
"2018",15,"Mexico","Acoso sexual",261
"2018",15,"Mexico","Allanamiento de morada",1475
"2018",15,"Mexico","Amenazas",0
"2018",15,"Mexico","Contra el medio ambiente",484
"2018",15,"Mexico","Corrupcion de menores",72
"2018",15,"Mexico","Daño a la propiedad",12033
"2018",15,"Mexico","Delitos cometidos por servidores publicos",2769
"2018",15,"Mexico","Despojo",3579
"2018",15,"Mexico","Electorales",708
"2018",15,"Mexico","Evasion de presos",18
"2018",15,"Mexico","Extorsion",1629
"2018",15,"Mexico","Falsedad",99
"2018",15,"Mexico","Falsificacion",3174
"2018",15,"Mexico","Feminicidio",115
"2018",15,"Mexico","Fraude",6008
"2018",15,"Mexico","Homicidio",3339
"2018",15,"Mexico","Hostigamiento sexual",71
"2018",15,"Mexico","Incesto",0
"2018",15,"Mexico","Incumplimiento de obligaciones de asistencia familiar",2098
"2018",15,"Mexico","Lesiones",52686
"2018",15,"Mexico","Narcomenudeo",1964
"2018",15,"Mexico","Otros delitos contra el patrimonio",36
"2018",15,"Mexico","Otros delitos contra la familia",11
"2018",15,"Mexico","Otros delitos contra la sociedad",1930
"2018",15,"Mexico","Otros delitos del Fuero Comun",60092
"2018",15,"Mexico","Otros delitos que atentan contra la libertad personal",2584
"2018",15,"Mexico","Otros delitos que atentan contra la libertad y la seguridad sexual",110
"2018",15,"Mexico","Otros delitos que atentan contra la vida y la integridad corporal",729
"2018",15,"Mexico","Rapto",0
"2018",15,"Mexico","Robo",167513
"2018",15,"Mexico","Secuestro",174
"2018",15,"Mexico","Trafico de menores",1
"2018",15,"Mexico","Trata de personas",26
"2018",15,"Mexico","Violacion equiparada",701
"2018",15,"Mexico","Violacion simple",1283
"2018",15,"Mexico","Violencia de genero en todas sus modalidades distinta a la violencia familiar",1337
"2018",15,"Mexico","Violencia familiar",6496
"2019",15,"Mexico","Aborto",155
"2019",15,"Mexico","Abuso de confianza",3561
"2019",15,"Mexico","Abuso sexual",2671
"2019",15,"Mexico","Acoso sexual",623
"2019",15,"Mexico","Allanamiento de morada",1548
"2019",15,"Mexico","Amenazas",0
"2019",15,"Mexico","Contra el medio ambiente",480
"2019",15,"Mexico","Corrupcion de menores",111
"2019",15,"Mexico","Daño a la propiedad",12710
"2019",15,"Mexico","Delitos cometidos por servidores publicos",3456
"2019",15,"Mexico","Despojo",3696
"2019",15,"Mexico","Electorales",33
"2019",15,"Mexico","Evasion de presos",16
"2019",15,"Mexico","Extorsion",2487
"2019",15,"Mexico","Falsedad",131
"2019",15,"Mexico","Falsificacion",2626
"2019",15,"Mexico","Feminicidio",121
"2019",15,"Mexico","Fraude",8630
"2019",15,"Mexico","Homicidio",3472
"2019",15,"Mexico","Hostigamiento sexual",116
"2019",15,"Mexico","Incesto",1
"2019",15,"Mexico","Incumplimiento de obligaciones de asistencia familiar",2304
"2019",15,"Mexico","Lesiones",59636
"2019",15,"Mexico","Narcomenudeo",3952
"2019",15,"Mexico","Otros delitos contra el patrimonio",45
"2019",15,"Mexico","Otros delitos contra la familia",7
"2019",15,"Mexico","Otros delitos contra la sociedad",3582
"2019",15,"Mexico","Otros delitos del Fuero Comun",63819
"2019",15,"Mexico","Otros delitos que atentan contra la libertad personal",3250
"2019",15,"Mexico","Otros delitos que atentan contra la libertad y la seguridad sexual",94
"2019",15,"Mexico","Otros delitos que atentan contra la vida y la integridad corporal",855
"2019",15,"Mexico","Rapto",0
"2019",15,"Mexico","Robo",157275
"2019",15,"Mexico","Secuestro",206
"2019",15,"Mexico","Trafico de menores",0
"2019",15,"Mexico","Trata de personas",71
"2019",15,"Mexico","Violacion equiparada",788
"2019",15,"Mexico","Violacion simple",1385
"2019",15,"Mexico","Violencia de genero en todas sus modalidades distinta a la violencia familiar",1434
"2019",15,"Mexico","Violencia familiar",9249
"2020",15,"Mexico","Aborto",145
"2020",15,"Mexico","Abuso de confianza",3333
"2020",15,"Mexico","Abuso sexual",2891
"2020",15,"Mexico","Acoso sexual",1112
"2020",15,"Mexico","Allanamiento de morada",1666
"2020",15,"Mexico","Amenazas",0
"2020",15,"Mexico","Contra el medio ambiente",456
"2020",15,"Mexico","Corrupcion de menores",145
"2020",15,"Mexico","Daño a la propiedad",12566
"2020",15,"Mexico","Delitos cometidos por servidores publicos",3912
"2020",15,"Mexico","Despojo",4559
"2020",15,"Mexico","Electorales",7
"2020",15,"Mexico","Evasion de presos",21
"2020",15,"Mexico","Extorsion",2995
"2020",15,"Mexico","Falsedad",55
"2020",15,"Mexico","Falsificacion",1462
"2020",15,"Mexico","Feminicidio",150
"2020",15,"Mexico","Fraude",11406
"2020",15,"Mexico","Homicidio",3575
"2020",15,"Mexico","Hostigamiento sexual",104
"2020",15,"Mexico","Incesto",0
"2020",15,"Mexico","Incumplimiento de obligaciones de asistencia familiar",1995
"2020",15,"Mexico","Lesiones",52705
"2020",15,"Mexico","Narcomenudeo",3941
"2020",15,"Mexico","Otros delitos contra el patrimonio",102
"2020",15,"Mexico","Otros delitos contra la familia",6
"2020",15,"Mexico","Otros delitos contra la sociedad",4463
"2020",15,"Mexico","Otros delitos del Fuero Comun",66205
"2020",15,"Mexico","Otros delitos que atentan contra la libertad personal",2760
"2020",15,"Mexico","Otros delitos que atentan contra la libertad y la seguridad sexual",97
"2020",15,"Mexico","Otros delitos que atentan contra la vida y la integridad corporal",1086
"2020",15,"Mexico","Rapto",0
"2020",15,"Mexico","Robo",136256
"2020",15,"Mexico","Secuestro",155
"2020",15,"Mexico","Trafico de menores",1
"2020",15,"Mexico","Trata de personas",90
"2020",15,"Mexico","Violacion equiparada",794
"2020",15,"Mexico","Violacion simple",1155
"2020",15,"Mexico","Violencia de genero en todas sus modalidades distinta a la violencia familiar",1989
"2020",15,"Mexico","Violencia familiar",16915
"2021",15,"Mexico","Aborto",149
"2021",15,"Mexico","Abuso de confianza",4211
"2021",15,"Mexico","Abuso sexual",4071
"2021",15,"Mexico","Acoso sexual",1431
"2021",15,"Mexico","Allanamiento de morada",1687
"2021",15,"Mexico","Amenazas",0
"2021",15,"Mexico","Contra el medio ambiente",346
"2021",15,"Mexico","Corrupcion de menores",80
"2021",15,"Mexico","Daño a la propiedad",14229
"2021",15,"Mexico","Delitos cometidos por servidores publicos",3819
"2021",15,"Mexico","Despojo",4921
"2021",15,"Mexico","Electorales",299
"2021",15,"Mexico","Evasion de presos",24
"2021",15,"Mexico","Extorsion",3302
"2021",15,"Mexico","Falsedad",102
"2021",15,"Mexico","Falsificacion",1619
"2021",15,"Mexico","Feminicidio",144
"2021",15,"Mexico","Fraude",14141
"2021",15,"Mexico","Homicidio",3719
"2021",15,"Mexico","Hostigamiento sexual",113
"2021",15,"Mexico","Incesto",0
"2021",15,"Mexico","Incumplimiento de obligaciones de asistencia familiar",2705
"2021",15,"Mexico","Lesiones",57692
"2021",15,"Mexico","Narcomenudeo",3576
"2021",15,"Mexico","Otros delitos contra el patrimonio",138
"2021",15,"Mexico","Otros delitos contra la familia",11
"2021",15,"Mexico","Otros delitos contra la sociedad",4614
"2021",15,"Mexico","Otros delitos del Fuero Comun",90574
"2021",15,"Mexico","Otros delitos que atentan contra la libertad personal",4330
"2021",15,"Mexico","Otros delitos que atentan contra la libertad y la seguridad sexual",101
"2021",15,"Mexico","Otros delitos que atentan contra la vida y la integridad corporal",1090
"2021",15,"Mexico","Rapto",0
"2021",15,"Mexico","Robo",138845
"2021",15,"Mexico","Secuestro",130
"2021",15,"Mexico","Trafico de menores",0
"2021",15,"Mexico","Trata de personas",178
"2021",15,"Mexico","Violacion equiparada",1252
"2021",15,"Mexico","Violacion simple",1536
"2021",15,"Mexico","Violencia de genero en todas sus modalidades distinta a la violencia familiar",2175
"2021",15,"Mexico","Violencia familiar",22139
"2022",15,"Mexico","Aborto",16
"2022",15,"Mexico","Abuso de confianza",291
"2022",15,"Mexico","Abuso sexual",276
"2022",15,"Mexico","Acoso sexual",125
"2022",15,"Mexico","Allanamiento de morada",116
"2022",15,"Mexico","Amenazas",0
"2022",15,"Mexico","Contra el medio ambiente",17
"2022",15,"Mexico","Corrupcion de menores",6
"2022",15,"Mexico","Daño a la propiedad",1253
"2022",15,"Mexico","Delitos cometidos por servidores publicos",238
"2022",15,"Mexico","Despojo",321
"2022",15,"Mexico","Electorales",0
"2022",15,"Mexico","Evasion de presos",2
"2022",15,"Mexico","Extorsion",267
"2022",15,"Mexico","Falsedad",16
"2022",15,"Mexico","Falsificacion",148
"2022",15,"Mexico","Feminicidio",14
"2022",15,"Mexico","Fraude",1032
"2022",15,"Mexico","Homicidio",320
"2022",15,"Mexico","Hostigamiento sexual",7
"2022",15,"Mexico","Incesto",0
"2022",15,"Mexico","Incumplimiento de obligaciones de asistencia familiar",204
"2022",15,"Mexico","Lesiones",4185
"2022",15,"Mexico","Narcomenudeo",305
"2022",15,"Mexico","Otros delitos contra el patrimonio",17
"2022",15,"Mexico","Otros delitos contra la familia",0
"2022",15,"Mexico","Otros delitos contra la sociedad",449
"2022",15,"Mexico","Otros delitos del Fuero Comun",7566
"2022",15,"Mexico","Otros delitos que atentan contra la libertad personal",464
"2022",15,"Mexico","Otros delitos que atentan contra la libertad y la seguridad sexual",6
"2022",15,"Mexico","Otros delitos que atentan contra la vida y la integridad corporal",85
"2022",15,"Mexico","Rapto",0
"2022",15,"Mexico","Robo",11154
"2022",15,"Mexico","Secuestro",7
"2022",15,"Mexico","Trafico de menores",0
"2022",15,"Mexico","Trata de personas",16
"2022",15,"Mexico","Violacion equiparada",115
"2022",15,"Mexico","Violacion simple",112
"2022",15,"Mexico","Violencia de genero en todas sus modalidades distinta a la violencia familiar",163
"2022",15,"Mexico","Violencia familiar",1674
"2015",16,"Michoacan de Ocampo","Aborto",9
"2015",16,"Michoacan de Ocampo","Abuso de confianza",169
"2015",16,"Michoacan de Ocampo","Abuso sexual",273
"2015",16,"Michoacan de Ocampo","Acoso sexual",0
"2015",16,"Michoacan de Ocampo","Allanamiento de morada",135
"2015",16,"Michoacan de Ocampo","Amenazas",447
"2015",16,"Michoacan de Ocampo","Contra el medio ambiente",78
"2015",16,"Michoacan de Ocampo","Corrupcion de menores",29
"2015",16,"Michoacan de Ocampo","Daño a la propiedad",1217
"2015",16,"Michoacan de Ocampo","Delitos cometidos por servidores publicos",266
"2015",16,"Michoacan de Ocampo","Despojo",328
"2015",16,"Michoacan de Ocampo","Electorales",81
"2015",16,"Michoacan de Ocampo","Evasion de presos",2
"2015",16,"Michoacan de Ocampo","Extorsion",43
"2015",16,"Michoacan de Ocampo","Falsedad",12
"2015",16,"Michoacan de Ocampo","Falsificacion",171
"2015",16,"Michoacan de Ocampo","Feminicidio",12
"2015",16,"Michoacan de Ocampo","Fraude",512
"2015",16,"Michoacan de Ocampo","Homicidio",2041
"2015",16,"Michoacan de Ocampo","Hostigamiento sexual",37
"2015",16,"Michoacan de Ocampo","Incesto",0
"2015",16,"Michoacan de Ocampo","Incumplimiento de obligaciones de asistencia familiar",154
"2015",16,"Michoacan de Ocampo","Lesiones",4330
"2015",16,"Michoacan de Ocampo","Narcomenudeo",1136
"2015",16,"Michoacan de Ocampo","Otros delitos contra el patrimonio",7
"2015",16,"Michoacan de Ocampo","Otros delitos contra la familia",97
"2015",16,"Michoacan de Ocampo","Otros delitos contra la sociedad",3
"2015",16,"Michoacan de Ocampo","Otros delitos del Fuero Comun",1677
"2015",16,"Michoacan de Ocampo","Otros delitos que atentan contra la libertad personal",278
"2015",16,"Michoacan de Ocampo","Otros delitos que atentan contra la libertad y la seguridad sexual",38
"2015",16,"Michoacan de Ocampo","Otros delitos que atentan contra la vida y la integridad corporal",34
"2015",16,"Michoacan de Ocampo","Rapto",0
"2015",16,"Michoacan de Ocampo","Robo",16000
"2015",16,"Michoacan de Ocampo","Secuestro",31
"2015",16,"Michoacan de Ocampo","Trafico de menores",3
"2015",16,"Michoacan de Ocampo","Trata de personas",8
"2015",16,"Michoacan de Ocampo","Violacion equiparada",3
"2015",16,"Michoacan de Ocampo","Violacion simple",316
"2015",16,"Michoacan de Ocampo","Violencia de genero en todas sus modalidades distinta a la violencia familiar",0
"2015",16,"Michoacan de Ocampo","Violencia familiar",921
"2016",16,"Michoacan de Ocampo","Aborto",11
"2016",16,"Michoacan de Ocampo","Abuso de confianza",196
"2016",16,"Michoacan de Ocampo","Abuso sexual",211
"2016",16,"Michoacan de Ocampo","Acoso sexual",0
"2016",16,"Michoacan de Ocampo","Allanamiento de morada",133
"2016",16,"Michoacan de Ocampo","Amenazas",1082
"2016",16,"Michoacan de Ocampo","Contra el medio ambiente",91
"2016",16,"Michoacan de Ocampo","Corrupcion de menores",19
"2016",16,"Michoacan de Ocampo","Daño a la propiedad",1615
"2016",16,"Michoacan de Ocampo","Delitos cometidos por servidores publicos",404
"2016",16,"Michoacan de Ocampo","Despojo",351
"2016",16,"Michoacan de Ocampo","Electorales",1
"2016",16,"Michoacan de Ocampo","Evasion de presos",6
"2016",16,"Michoacan de Ocampo","Extorsion",18
"2016",16,"Michoacan de Ocampo","Falsedad",8
"2016",16,"Michoacan de Ocampo","Falsificacion",140
"2016",16,"Michoacan de Ocampo","Feminicidio",25
"2016",16,"Michoacan de Ocampo","Fraude",591
"2016",16,"Michoacan de Ocampo","Homicidio",2356
"2016",16,"Michoacan de Ocampo","Hostigamiento sexual",51
"2016",16,"Michoacan de Ocampo","Incesto",0
"2016",16,"Michoacan de Ocampo","Incumplimiento de obligaciones de asistencia familiar",58
"2016",16,"Michoacan de Ocampo","Lesiones",4789
"2016",16,"Michoacan de Ocampo","Narcomenudeo",1101
"2016",16,"Michoacan de Ocampo","Otros delitos contra el patrimonio",2
"2016",16,"Michoacan de Ocampo","Otros delitos contra la familia",60
"2016",16,"Michoacan de Ocampo","Otros delitos contra la sociedad",7
"2016",16,"Michoacan de Ocampo","Otros delitos del Fuero Comun",1454
"2016",16,"Michoacan de Ocampo","Otros delitos que atentan contra la libertad personal",252
"2016",16,"Michoacan de Ocampo","Otros delitos que atentan contra la libertad y la seguridad sexual",33
"2016",16,"Michoacan de Ocampo","Otros delitos que atentan contra la vida y la integridad corporal",53
"2016",16,"Michoacan de Ocampo","Rapto",0
"2016",16,"Michoacan de Ocampo","Robo",16313
"2016",16,"Michoacan de Ocampo","Secuestro",25
"2016",16,"Michoacan de Ocampo","Trafico de menores",2
"2016",16,"Michoacan de Ocampo","Trata de personas",6
"2016",16,"Michoacan de Ocampo","Violacion equiparada",17
"2016",16,"Michoacan de Ocampo","Violacion simple",290
"2016",16,"Michoacan de Ocampo","Violencia de genero en todas sus modalidades distinta a la violencia familiar",0
"2016",16,"Michoacan de Ocampo","Violencia familiar",787
"2017",16,"Michoacan de Ocampo","Aborto",11
"2017",16,"Michoacan de Ocampo","Abuso de confianza",407
"2017",16,"Michoacan de Ocampo","Abuso sexual",270
"2017",16,"Michoacan de Ocampo","Acoso sexual",0
"2017",16,"Michoacan de Ocampo","Allanamiento de morada",236
"2017",16,"Michoacan de Ocampo","Amenazas",2081
"2017",16,"Michoacan de Ocampo","Contra el medio ambiente",68
"2017",16,"Michoacan de Ocampo","Corrupcion de menores",20
"2017",16,"Michoacan de Ocampo","Daño a la propiedad",2425
"2017",16,"Michoacan de Ocampo","Delitos cometidos por servidores publicos",458
"2017",16,"Michoacan de Ocampo","Despojo",595
"2017",16,"Michoacan de Ocampo","Electorales",0
"2017",16,"Michoacan de Ocampo","Evasion de presos",0
"2017",16,"Michoacan de Ocampo","Extorsion",21
"2017",16,"Michoacan de Ocampo","Falsedad",48
"2017",16,"Michoacan de Ocampo","Falsificacion",235
"2017",16,"Michoacan de Ocampo","Feminicidio",29
"2017",16,"Michoacan de Ocampo","Fraude",1227
"2017",16,"Michoacan de Ocampo","Homicidio",2246
"2017",16,"Michoacan de Ocampo","Hostigamiento sexual",63
"2017",16,"Michoacan de Ocampo","Incesto",0
"2017",16,"Michoacan de Ocampo","Incumplimiento de obligaciones de asistencia familiar",87
"2017",16,"Michoacan de Ocampo","Lesiones",6539
"2017",16,"Michoacan de Ocampo","Narcomenudeo",2016
"2017",16,"Michoacan de Ocampo","Otros delitos contra el patrimonio",0
"2017",16,"Michoacan de Ocampo","Otros delitos contra la familia",0
"2017",16,"Michoacan de Ocampo","Otros delitos contra la sociedad",3
"2017",16,"Michoacan de Ocampo","Otros delitos del Fuero Comun",2510
"2017",16,"Michoacan de Ocampo","Otros delitos que atentan contra la libertad personal",387
"2017",16,"Michoacan de Ocampo","Otros delitos que atentan contra la libertad y la seguridad sexual",38
"2017",16,"Michoacan de Ocampo","Otros delitos que atentan contra la vida y la integridad corporal",36
"2017",16,"Michoacan de Ocampo","Rapto",0
"2017",16,"Michoacan de Ocampo","Robo",18260
"2017",16,"Michoacan de Ocampo","Secuestro",29
"2017",16,"Michoacan de Ocampo","Trafico de menores",0
"2017",16,"Michoacan de Ocampo","Trata de personas",9
"2017",16,"Michoacan de Ocampo","Violacion equiparada",41
"2017",16,"Michoacan de Ocampo","Violacion simple",281
"2017",16,"Michoacan de Ocampo","Violencia de genero en todas sus modalidades distinta a la violencia familiar",0
"2017",16,"Michoacan de Ocampo","Violencia familiar",1158
"2018",16,"Michoacan de Ocampo","Aborto",5
"2018",16,"Michoacan de Ocampo","Abuso de confianza",497
"2018",16,"Michoacan de Ocampo","Abuso sexual",339
"2018",16,"Michoacan de Ocampo","Acoso sexual",0
"2018",16,"Michoacan de Ocampo","Allanamiento de morada",241
"2018",16,"Michoacan de Ocampo","Amenazas",2645
"2018",16,"Michoacan de Ocampo","Contra el medio ambiente",49
"2018",16,"Michoacan de Ocampo","Corrupcion de menores",20
"2018",16,"Michoacan de Ocampo","Daño a la propiedad",2715
"2018",16,"Michoacan de Ocampo","Delitos cometidos por servidores publicos",494
"2018",16,"Michoacan de Ocampo","Despojo",706
"2018",16,"Michoacan de Ocampo","Electorales",93
"2018",16,"Michoacan de Ocampo","Evasion de presos",0
"2018",16,"Michoacan de Ocampo","Extorsion",3
"2018",16,"Michoacan de Ocampo","Falsedad",20
"2018",16,"Michoacan de Ocampo","Falsificacion",320
"2018",16,"Michoacan de Ocampo","Feminicidio",21
"2018",16,"Michoacan de Ocampo","Fraude",1453
"2018",16,"Michoacan de Ocampo","Homicidio",2276
"2018",16,"Michoacan de Ocampo","Hostigamiento sexual",45
"2018",16,"Michoacan de Ocampo","Incesto",0
"2018",16,"Michoacan de Ocampo","Incumplimiento de obligaciones de asistencia familiar",120
"2018",16,"Michoacan de Ocampo","Lesiones",7201
"2018",16,"Michoacan de Ocampo","Narcomenudeo",2240
"2018",16,"Michoacan de Ocampo","Otros delitos contra el patrimonio",0
"2018",16,"Michoacan de Ocampo","Otros delitos contra la familia",0
"2018",16,"Michoacan de Ocampo","Otros delitos contra la sociedad",1
"2018",16,"Michoacan de Ocampo","Otros delitos del Fuero Comun",2846
"2018",16,"Michoacan de Ocampo","Otros delitos que atentan contra la libertad personal",477
"2018",16,"Michoacan de Ocampo","Otros delitos que atentan contra la libertad y la seguridad sexual",41
"2018",16,"Michoacan de Ocampo","Otros delitos que atentan contra la vida y la integridad corporal",47
"2018",16,"Michoacan de Ocampo","Rapto",0
"2018",16,"Michoacan de Ocampo","Robo",18608
"2018",16,"Michoacan de Ocampo","Secuestro",34
"2018",16,"Michoacan de Ocampo","Trafico de menores",2
"2018",16,"Michoacan de Ocampo","Trata de personas",9
"2018",16,"Michoacan de Ocampo","Violacion equiparada",46
"2018",16,"Michoacan de Ocampo","Violacion simple",300
"2018",16,"Michoacan de Ocampo","Violencia de genero en todas sus modalidades distinta a la violencia familiar",0
"2018",16,"Michoacan de Ocampo","Violencia familiar",1273
"2019",16,"Michoacan de Ocampo","Aborto",17
"2019",16,"Michoacan de Ocampo","Abuso de confianza",565
"2019",16,"Michoacan de Ocampo","Abuso sexual",427
"2019",16,"Michoacan de Ocampo","Acoso sexual",16
"2019",16,"Michoacan de Ocampo","Allanamiento de morada",267
"2019",16,"Michoacan de Ocampo","Amenazas",2939
"2019",16,"Michoacan de Ocampo","Contra el medio ambiente",101
"2019",16,"Michoacan de Ocampo","Corrupcion de menores",27
"2019",16,"Michoacan de Ocampo","Daño a la propiedad",3068
"2019",16,"Michoacan de Ocampo","Delitos cometidos por servidores publicos",440
"2019",16,"Michoacan de Ocampo","Despojo",744
"2019",16,"Michoacan de Ocampo","Electorales",1
"2019",16,"Michoacan de Ocampo","Evasion de presos",0
"2019",16,"Michoacan de Ocampo","Extorsion",2
"2019",16,"Michoacan de Ocampo","Falsedad",26
"2019",16,"Michoacan de Ocampo","Falsificacion",431
"2019",16,"Michoacan de Ocampo","Feminicidio",13
"2019",16,"Michoacan de Ocampo","Fraude",1616
"2019",16,"Michoacan de Ocampo","Homicidio",2686
"2019",16,"Michoacan de Ocampo","Hostigamiento sexual",74
"2019",16,"Michoacan de Ocampo","Incesto",0
"2019",16,"Michoacan de Ocampo","Incumplimiento de obligaciones de asistencia familiar",137
"2019",16,"Michoacan de Ocampo","Lesiones",7373
"2019",16,"Michoacan de Ocampo","Narcomenudeo",2327
"2019",16,"Michoacan de Ocampo","Otros delitos contra el patrimonio",272
"2019",16,"Michoacan de Ocampo","Otros delitos contra la familia",0
"2019",16,"Michoacan de Ocampo","Otros delitos contra la sociedad",4
"2019",16,"Michoacan de Ocampo","Otros delitos del Fuero Comun",3706
"2019",16,"Michoacan de Ocampo","Otros delitos que atentan contra la libertad personal",582
"2019",16,"Michoacan de Ocampo","Otros delitos que atentan contra la libertad y la seguridad sexual",49
"2019",16,"Michoacan de Ocampo","Otros delitos que atentan contra la vida y la integridad corporal",177
"2019",16,"Michoacan de Ocampo","Rapto",0
"2019",16,"Michoacan de Ocampo","Robo",17234
"2019",16,"Michoacan de Ocampo","Secuestro",47
"2019",16,"Michoacan de Ocampo","Trafico de menores",0
"2019",16,"Michoacan de Ocampo","Trata de personas",10
"2019",16,"Michoacan de Ocampo","Violacion equiparada",74
"2019",16,"Michoacan de Ocampo","Violacion simple",355
"2019",16,"Michoacan de Ocampo","Violencia de genero en todas sus modalidades distinta a la violencia familiar",0
"2019",16,"Michoacan de Ocampo","Violencia familiar",941
"2020",16,"Michoacan de Ocampo","Aborto",11
"2020",16,"Michoacan de Ocampo","Abuso de confianza",591
"2020",16,"Michoacan de Ocampo","Abuso sexual",516
"2020",16,"Michoacan de Ocampo","Acoso sexual",62
"2020",16,"Michoacan de Ocampo","Allanamiento de morada",342
"2020",16,"Michoacan de Ocampo","Amenazas",4087
"2020",16,"Michoacan de Ocampo","Contra el medio ambiente",148
"2020",16,"Michoacan de Ocampo","Corrupcion de menores",34
"2020",16,"Michoacan de Ocampo","Daño a la propiedad",3128
"2020",16,"Michoacan de Ocampo","Delitos cometidos por servidores publicos",367
"2020",16,"Michoacan de Ocampo","Despojo",898
"2020",16,"Michoacan de Ocampo","Electorales",1
"2020",16,"Michoacan de Ocampo","Evasion de presos",0
"2020",16,"Michoacan de Ocampo","Extorsion",29
"2020",16,"Michoacan de Ocampo","Falsedad",31
"2020",16,"Michoacan de Ocampo","Falsificacion",525
"2020",16,"Michoacan de Ocampo","Feminicidio",21
"2020",16,"Michoacan de Ocampo","Fraude",1975
"2020",16,"Michoacan de Ocampo","Homicidio",2921
"2020",16,"Michoacan de Ocampo","Hostigamiento sexual",84
"2020",16,"Michoacan de Ocampo","Incesto",0
"2020",16,"Michoacan de Ocampo","Incumplimiento de obligaciones de asistencia familiar",110
"2020",16,"Michoacan de Ocampo","Lesiones",7588
"2020",16,"Michoacan de Ocampo","Narcomenudeo",2010
"2020",16,"Michoacan de Ocampo","Otros delitos contra el patrimonio",316
"2020",16,"Michoacan de Ocampo","Otros delitos contra la familia",0
"2020",16,"Michoacan de Ocampo","Otros delitos contra la sociedad",3
"2020",16,"Michoacan de Ocampo","Otros delitos del Fuero Comun",3721
"2020",16,"Michoacan de Ocampo","Otros delitos que atentan contra la libertad personal",412
"2020",16,"Michoacan de Ocampo","Otros delitos que atentan contra la libertad y la seguridad sexual",129
"2020",16,"Michoacan de Ocampo","Otros delitos que atentan contra la vida y la integridad corporal",205
"2020",16,"Michoacan de Ocampo","Rapto",0
"2020",16,"Michoacan de Ocampo","Robo",13939
"2020",16,"Michoacan de Ocampo","Secuestro",48
"2020",16,"Michoacan de Ocampo","Trafico de menores",1
"2020",16,"Michoacan de Ocampo","Trata de personas",11
"2020",16,"Michoacan de Ocampo","Violacion equiparada",98
"2020",16,"Michoacan de Ocampo","Violacion simple",340
"2020",16,"Michoacan de Ocampo","Violencia de genero en todas sus modalidades distinta a la violencia familiar",0
"2020",16,"Michoacan de Ocampo","Violencia familiar",1185
"2021",16,"Michoacan de Ocampo","Aborto",18
"2021",16,"Michoacan de Ocampo","Abuso de confianza",595
"2021",16,"Michoacan de Ocampo","Abuso sexual",570
"2021",16,"Michoacan de Ocampo","Acoso sexual",181
"2021",16,"Michoacan de Ocampo","Allanamiento de morada",281
